name,artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,valence,sentiment,mood
Fall in Love with You.,Montell Fish,4kJT7Yj6Za01KfKHjb7mZE,0.538,0.0203,-23.163,0.0437,0.92,0.019,0.104,121.447,0.103,0.9971,Sad
Where's My Love,SYML,1B62o4CbdL9ckGvwsz2cgn,0.604,0.36,-10.109,0.0253,0.868,0.0343,0.112,103.985,0.37,0.8057,Sad
IDK You Yet,Alexander 23,0j1Ia2lQWrcXrQZI4AdJlk,0.648,0.308,-11.729,0.04,0.886,0.0774,0.124,76.997,0.198,0.9638,Sad
First Love/Late Spring,Mitski,3sslYZcFKtUvIEWN9lADgr,0.445,0.543,-8.196,0.0272,0.000825,0.0137,0.202,99.963,0.102,-0.9189,Sad
i am not who i was,Chance Peña,5uu2OCGGrTRS1sIvlMgKwe,0.697,0.22,-13.696,0.042,0.703,0.0,0.0891,129.966,0.194,0.9773,Sad
Del río,Ed Maverick,2G3ud9WTxl6uYRG75X6Ib0,0.857,0.266,-13.914,0.0442,0.913,0.0483,0.11,96.962,0.264,-0.5803,Sad
Cinnamon Girl,Lana Del Rey,2mdEsXPu8ZmkHRRtAdC09e,0.294,0.337,-10.614,0.036,0.814,0.414,0.14,91.781,0.135,0.997,Sad
Wish You The Best,Lewis Capaldi,3gdPwk2wyOXNRnTA1KXnEr,0.676,0.461,-3.59,0.0304,0.555,0.0,0.0951,107.95,0.466,0.9991,Sad
Te Esperé,Jesse & Joy,6W8Rl6LMWjCL17EvLlkyxc,0.589,0.696,-5.547,0.03,0.137,1.51e-06,0.226,126.018,0.249,-0.2263,Sad
Glimpse of Us,Joji,4ewazQLXFTDC8XvCbhvtXs,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,169.914,0.268,0.9722,Sad
Skinny Love,Birdy,4RL77hMWUq35NYnPLXBpih,0.379,0.29,-8.485,0.051,0.952,0.00106,0.118,166.467,0.169,0.9854,Sad
Half A Man,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,0.507,0.204,-11.575,0.0504,0.855,0.0,0.143,77.765,0.343,0.9899,Sad
You Are The Reason,Calum Scott,69vToJ9BMbbLlFZo7k7A7B,0.329,0.235,-7.699,0.0303,0.918,0.0,0.137,171.006,0.22,-0.9288,Sad
happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,-9.72,0.133,0.765,9.67e-06,0.0839,168.924,0.338,0.9991,Sad
that way,Tate McRae,7l97ElWmIdVHWUaOeeU5ZC,0.453,0.383,-11.015,0.163,0.728,0.0,0.387,105.029,0.333,0.9953,Sad
In This Shirt,The Irrepressibles,14QX1ckbDIhqetvu5VZ3cP,0.293,0.394,-9.581,0.0299,0.691,0.382,0.157,80.168,0.0384,-0.928,Sad
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,01K4zKU104LyJ8gMb7227B,0.606,0.377,-9.455,0.0275,0.817,0.0,0.154,101.96,0.446,0.7059,Sad
Karma Police,Radiohead,63OQupATfueTdZMWTxW03A,0.36,0.501,-9.129,0.0258,0.0638,9.32e-05,0.172,74.807,0.324,-0.9789,Sad
A Burning Hill,Mitski,6gz3orrUlKresI8GShSkdq,0.462,0.191,-14.993,0.0374,0.77,0.00264,0.107,132.034,0.0996,0.7579,Sad
Back to the Old House - 2011 Remaster,The Smiths,6LUGvXEAK8WxIBYK43uoTb,0.626,0.488,-7.805,0.0253,0.0102,0.000188,0.141,104.13,0.404,-1.0,Sad
"contenta,",Ed Maverick,1YlXMOHqJVWzFaaQLeekPt,0.509,0.382,-10.292,0.0489,0.492,0.488,0.142,139.977,0.0793,-0.5719,Sad
Beach Baby,Bon Iver,2LXtyj95dK56ENS1QLt4IB,0.669,0.0809,-17.282,0.0365,0.983,0.41,0.114,114.355,0.0922,0.4767,Sad
Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,134.021,0.437,-0.9935,Sad
TV,Billie Eilish,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,-15.159,0.0379,0.83,0.00653,0.147,140.214,0.119,-0.948,Sad
What A Time (feat. Niall Horan),Julia Michaels,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,-6.184,0.0302,0.662,0.0,0.0853,132.861,0.386,0.9593,Sad
Love Is Gone - Acoustic,SLANDER,7F1CiKqrY44kh5cDqwHOnx,0.541,0.153,-10.654,0.0303,0.882,1.66e-06,0.16,139.644,0.359,0.991,Sad
Only Love Can Hurt Like This,Paloma Faith,62ke5zFUJN6RvtXZgVH0F8,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,90.99,0.304,0.9992,Sad
Again,Shiloh Dynasty,5e2l2ZAMwHmrkdM4Z6NhAR,0.603,0.204,-12.727,0.112,0.479,0.0714,0.642,74.688,0.71,0.9994,Sad
Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,173.372,0.285,0.9801,Sad
My Love Mine All Mine,Mitski,3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,-14.958,0.0321,0.868,0.135,0.158,113.95,0.121,0.9925,Sad
Bruises,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,-7.83,0.0677,0.946,0.0,0.186,111.202,0.361,0.992,Sad
Love In The Dark,Adele,0DuWDLjriRPjDRoPgaCslY,0.331,0.341,-6.057,0.0309,0.528,0.0,0.109,109.821,0.152,-0.9398,Sad
Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,-6.502,0.0299,0.839,1.46e-06,0.089,110.011,0.0592,-0.9618,Sad
Sunsetz,Cigarettes After Sex,0SpkyS1Q4MD8GaVcP5YjT4,0.405,0.479,-9.396,0.0301,0.0527,0.795,0.0974,75.37,0.131,0.7783,Sad
Carry On,XXXTENTACION,2yZax79pOrYuyIFVW2cZY2,0.735,0.197,-13.378,0.537,0.768,0.000276,0.296,147.899,0.383,-0.9948,Sad
It's You,Ali Gatie,5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,-6.972,0.0287,0.374,0.0,0.194,95.971,0.397,0.9975,Sad
Talking to the Moon,Bruno Mars,161DnLWsx1i3u1JT05lzqU,0.498,0.59,-4.721,0.032,0.511,0.0,0.107,145.867,0.0784,-0.7236,Sad
GHOST TOWN,Benson Boone,135Lf4Q0CzlMNfOxbEUsLH,0.391,0.335,-10.064,0.0763,0.389,0.0,0.102,174.185,0.116,0.5586,Sad
Hold Me While You Wait,Lewis Capaldi,60iSKGrGazRzICtMjADNSM,0.688,0.53,-5.507,0.0333,0.443,0.0,0.0995,106.958,0.162,0.9997,Sad
Si No Estás,iñigo quintero,2HafqoJbgXdtjwCOvNEF14,0.537,0.421,-8.72,0.0285,0.827,0.0,0.138,98.224,0.524,-0.9844,Sad
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,115.284,0.12,0.7941,Sad
Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,-5.339,0.0286,0.777,0.0,0.202,101.19,0.342,0.0,Sad
True Love,Kanye West,06JvOZ39sK8D8SqiqfaxDU,0.712,0.861,-5.487,0.25,0.0182,6.09e-06,0.511,84.042,0.388,-0.7105,Sad
Those Eyes,New West,2psRActEWsTlYYd7EDoyVR,0.593,0.354,-8.27,0.0279,0.698,3.55e-05,0.293,120.01,0.241,0.9648,Sad
Atlantis,Seafret,1Fid2jjqsHViMX6xNH70hE,0.4,0.479,-7.989,0.0308,0.0529,2.14e-06,0.115,166.159,0.213,-0.9928,Sad
"Think Of Me Once In A While, Take Care",Take Care,4JdYapRlYv67LnjrkDhZVX,0.209,0.142,-11.37,0.0416,0.902,0.95,0.0945,71.02,0.0386,0.0,Sad
All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,-7.226,0.307,0.0769,0.000335,0.0856,161.989,0.203,0.9702,Sad
Skin and Bones,David Kushner,7aZDcmt34eouhqw29aMR91,0.484,0.457,-10.205,0.0376,0.649,0.477,0.148,116.9,0.17,0.6771,Sad
Nothing's New,Rio Romeo,0EF1EE8zusg3Y869e56JFd,0.421,0.394,-8.312,0.0277,0.863,4.74e-06,0.0984,96.192,0.399,-0.9467,Sad
Fourth of July,Sufjan Stevens,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,-22.39,0.0445,0.973,0.33,0.119,120.484,0.162,-0.9927,Sad
when the party's over,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,82.642,0.198,0.9978,Sad
Marvins Room,Drake,047fCsbO4NdmwCBn8pcUXl,0.492,0.26,-17.341,0.0921,0.646,0.00178,0.0705,111.519,0.312,-0.7368,Sad
Blondie,Current Joys,7sIx70dGj3VBiHWr0KZXfD,0.776,0.626,-12.561,0.0396,0.622,0.899,0.086,122.072,0.866,0.7149,Sad
Fire On Fire,Sam Smith,7t3Xdbufg7q2onVsR8RBdY,0.584,0.408,-7.356,0.0461,0.476,0.0,0.18,115.129,0.333,0.9818,Sad
Rosyln,Bon Iver,4k7x3QKrc3h3U0Viqk0uop,0.329,0.277,-13.111,0.0302,0.971,0.024,0.0971,159.719,0.121,0.7633,Sad
Static,Steve Lacy,4OmfWzukSVD140NiAIEjem,0.335,0.305,-12.661,0.0741,0.434,0.631,0.101,79.001,0.215,0.676,Sad
Stick Season,Noah Kahan,0mflMxspEfB0VbI1kyLiAv,0.662,0.488,-6.894,0.0682,0.782,0.0,0.102,117.913,0.817,0.9934,Sad
Evergreen,Richy Mitch & The Coal Miners,6me7F0aaZjwDo6RJ5MrfBD,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.109,79.109,0.504,-0.3818,Sad
Gilded Lily,Cults,3Z0qLOS0cqWKPHXkbTXmNF,0.4,0.571,-6.534,0.0288,0.468,3.05e-05,0.519,61.859,0.146,-0.9593,Sad
Tell Me Why I'm Waiting,Timmies,3xbUCRFut7tzBoD2F8L56y,0.671,0.275,-11.185,0.056,0.796,0.000339,0.0657,124.007,0.159,0.802,Sad
For the First Time,Mac DeMarco,2R4AlwtrrkMaRKojcTIzmL,0.551,0.529,-10.469,0.0517,0.296,0.0093,0.178,75.515,0.521,0.9586,Sad
Safe,itssvd,4AuLkMqJdyQyGeShCU5ik3,0.608,0.461,-13.083,0.146,0.828,0.00104,0.107,114.886,0.512,0.9858,Sad
WITHOUT YOU,The Kid LAROI,1KMkcUvF7m3SDChDOa7i5L,0.662,0.413,-7.357,0.0299,0.213,0.0,0.134,93.005,0.467,-0.8578,Sad
Nobody Gets Me,SZA,5Y35SjAfXjjG0sFQ3KOxmm,0.358,0.284,-8.285,0.0285,0.805,0.0,0.183,99.796,0.276,0.9225,Sad
Save That Shit,Lil Peep,3VZlCJimDGY0D7YEC7S351,0.534,0.583,-8.672,0.0288,0.0262,0.0,0.421,106.0,0.145,-0.9936,Sad
Comfort Chain,Instupendo,0Db8f7uikjXxH3qHe0UKoW,0.83,0.251,-19.774,0.0779,0.98,0.893,0.195,110.002,0.164,0.0,Sad
I Can't Handle Change,Roar,0I1eFRytp4XRhLCjT6tZm7,0.247,0.438,-8.478,0.0358,0.0447,0.000867,0.111,185.711,0.39,-0.8655,Sad
Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,-4.858,0.0573,0.604,0.0,0.0885,111.881,0.183,-0.9928,Sad
Strange,Celeste,7sq2z9oX2S0CvgTqCZ0ko4,0.286,0.0847,-9.883,0.0397,0.934,6.94e-06,0.121,70.743,0.112,0.9889,Sad
Better,sign crushes motorist,0Z94dtWElamDwU4NrcGoUR,0.696,0.0867,-25.203,0.0418,0.988,0.922,0.108,129.989,0.349,0.891,Sad
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,83.903,0.218,0.9598,Sad
i was all over her,salvia palth,7svpAkwc6xaSxlbZ7V7JiS,0.529,0.353,-12.835,0.0292,0.788,0.853,0.116,104.557,0.0601,0.6437,Sad
hotline (edit),Billie Eilish,0WFryfbNKPXVtVQlz5dZ8H,0.516,0.254,-16.027,0.0589,0.816,0.855,0.189,56.829,0.304,0.0,Sad
Te Regalo,Carla Morrison,4brw4anhV4og38Rv6o1dBa,0.622,0.117,-10.055,0.0382,0.969,0.0,0.0871,120.984,0.315,-0.4767,Sad
Train Wreck,James Arthur,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,-5.726,0.0365,0.701,0.0,0.0726,77.355,0.225,-0.8042,Sad
BIPOLAR,Peso Pluma,3wlIAXSDtlD9iU8ysld06Z,0.776,0.701,-5.223,0.0254,0.513,0.0,0.0902,112.032,0.603,-0.68,Sad
Hold On,Chord Overstreet,5vjLSffimiIP26QG5WcN2K,0.618,0.443,-9.681,0.0526,0.469,0.0,0.0829,119.949,0.167,0.8977,Sad
How To Never Stop Being Sad,dandelion hands,6ZLt6fyonW1xOGMBC9vJPJ,0.414,0.245,-17.929,0.0429,0.952,0.761,0.104,97.236,0.132,0.9766,Sad
Ex de Verdad - HA-ASH Primera Fila - Hecho Realidad [En Vivo],Ha*Ash,40lU8uy8xKKRAP9A1N3BqH,0.722,0.682,-4.796,0.0434,0.427,0.0,0.954,110.025,0.561,0.0,Sad
No Hay Nadie Más,Sebastian Yatra,3IPJg1sdqLj12kFIndaonN,0.695,0.379,-9.096,0.0339,0.861,0.0,0.106,105.108,0.808,-0.9735,Sad
Everybody Dies In Their Nightmares,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,0.734,0.57,-7.066,0.133,0.847,2.14e-05,0.112,129.953,0.689,-0.9891,Sad
Es Que Yo Te Quiero A Ti,Kevin Kaarl,7KvX1d2BMXXLXt3Kuq5atu,0.579,0.274,-12.956,0.0288,0.828,0.0449,0.228,110.124,0.106,-0.5267,Sad
Vas,jagger finn,6S7o12almFeL57rbRvdY5l,0.514,0.424,-10.645,0.0282,0.918,0.849,0.126,71.114,0.416,-0.1737,Sad
Car's Outside,James Arthur,0otRX6Z89qKkHkQ9OqJpKt,0.338,0.562,-7.181,0.029,0.039,0.0,0.107,149.907,0.259,0.9237,Sad
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,3e7sxremeOE3wTySiOhGiP,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.106,180.042,0.0951,0.9893,Sad
Debí Suponerlo,Morat,2pIIRKRwWSi1Sb29VYLOOa,0.667,0.571,-6.675,0.0245,0.434,0.0,0.188,95.022,0.651,-0.8823,Sad
"Perdón, Perdón - HA-ASH Primera Fila - Hecho Realidad [En Vivo]",Ha*Ash,15Hx1oi6C3AxYhhvolqrJG,0.417,0.715,-5.448,0.0504,0.424,0.0,0.952,137.704,0.188,0.0,Sad
Nunca Es Suficiente,Natalia Lafourcade,2niUiaoJDCzNldW0pV66zb,0.699,0.61,-9.308,0.0541,0.511,2.31e-06,0.127,178.112,0.846,0.857,Sad
Sparks,Coldplay,7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,-10.506,0.0281,0.748,0.0517,0.104,102.617,0.165,0.9587,Sad
Acurrucar,Ed Maverick,1xYBeQ5u8uaJ3oBWktjGyJ,0.809,0.216,-12.103,0.0353,0.944,0.00799,0.0894,99.1,0.236,-0.7783,Sad
Somewhere Only We Know,Keane,0ll8uFnc0nANY35E0Lfxvg,0.453,0.655,-4.22,0.0259,0.0794,7.61e-06,0.0849,172.012,0.368,0.3313,Sad
enough for you,Olivia Rodrigo,2TOzTqQXNmR2zDJXihjZ2e,0.638,0.259,-10.706,0.0898,0.753,0.0,0.219,88.485,0.269,-0.7554,Sad
Mr. Loverman,Ricky Montgomery,2IVsRhKrx8hlQBOWy4qebo,0.639,0.526,-6.697,0.0256,0.245,2.43e-05,0.25,130.033,0.488,0.9483,Sad
In My Head,Bedroom,5vwXQUwkpmnkJrfv69L6Mp,0.576,0.608,-13.537,0.0321,0.169,0.916,0.106,150.9,0.18,-0.7052,Sad
"Girl Crush - Recorded at Metropolis Studios, London",Harry Styles,4YutJsNwBBInE8vemufpQ8,0.468,0.197,-11.727,0.033,0.658,0.0,0.109,144.212,0.249,0.9994,Sad
blame's on me,Alexander Stewart,1veHwv1HPwzOvlhs5jPxeP,0.306,0.121,-17.118,0.0396,0.863,0.0,0.167,159.08,0.238,-0.9739,Sad
Washing Machine Heart,Mitski,3jjsRKEsF42ccXf8kWR3nu,0.613,0.822,-4.087,0.026,0.0092,0.506,0.429,105.997,0.567,-0.3527,Sad
No Surprises,Radiohead,10nyNJ6zNy2YVYLrcwLccB,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.113,76.426,0.118,-0.9803,Sad
Runtuh,Feby Putri,6Hii26x3qDErVitnGW8QtO,0.593,0.287,-13.164,0.0289,0.876,0.000136,0.119,127.783,0.191,0.466,Sad
everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,120.006,0.243,0.2523,Sad
Baby Blue,Kevin Kaarl,57mLRN6tfXwTRvp9oPWpop,0.556,0.127,-18.559,0.0318,0.988,0.824,0.11,104.963,0.109,-0.8541,Sad
Lovers Rock,TV Girl,6dBUzqjtbnIa1TwYbyw5CM,0.559,0.871,-5.338,0.0397,7.53e-06,0.00545,0.096,104.97,0.572,0.9955,Sad
If I Could Fly,One Direction,5CRVwXGikmqzoRO6q7FeAg,0.565,0.245,-9.132,0.0262,0.781,0.0,0.0998,75.055,0.307,-0.9628,Sad
Mi Buen Amor,Mon Laferte,28UP90XhjCovLtieduYr9P,0.4,0.541,-4.527,0.0274,0.557,2.13e-05,0.136,99.343,0.268,0.7808,Sad
The Night We Met,Lord Huron,3hRV0jL3vUpRrcy398teAU,0.544,0.369,-9.514,0.038,0.969,0.279,0.639,87.01,0.102,-0.9459,Sad
The Gold - Phoebe Bridgers Version,Manchester Orchestra,7qcXUzPwoxSBFxjTbNrV0B,0.299,0.399,-12.176,0.0376,0.816,0.00117,0.147,158.253,0.302,-0.9476,Sad
Bags,Clairo,6UFivO2zqqPFPoQYsEMuCc,0.742,0.546,-7.694,0.0315,0.172,0.38,0.115,104.996,0.868,0.987,Sad
Underdressed at the Symphony,Faye Webster,2WjEUnzuDhwlFpp9epgtrW,0.599,0.369,-10.41,0.0275,0.482,5.97e-06,0.116,118.021,0.417,-0.9786,Sad
What Once Was,Her's,1XrSjpNe49IiygZfzb74pk,0.526,0.877,-4.369,0.033,0.172,0.0108,0.223,145.568,0.436,0.971,Sad
Cool About It,boygenius,5PJH1U5Iie893v48Fl9yaC,0.565,0.203,-13.656,0.0332,0.902,0.0,0.115,93.213,0.408,0.9701,Sad
Video Games,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,0.236,0.249,-9.595,0.0348,0.811,1e-06,0.087,72.847,0.181,0.9959,Sad
Funeral,Phoebe Bridgers,3rJDsZjIaCfJQSqRUvl0BM,0.218,0.263,-14.416,0.0376,0.947,0.00028,0.0919,170.724,0.307,-0.3758,Sad
Moon River,Frank Ocean,41cpvQ2GyGb2BRdIRSsTqK,0.24,0.116,-13.216,0.0329,0.877,0.00092,0.1,77.349,0.0937,0.1779,Sad
Crying Over U,Medium Build,4f7tq7M9gHrh9fykTSDU6J,0.569,0.578,-8.68,0.0255,0.436,0.0263,0.0899,132.085,0.448,-0.778,Sad
Ruined,Adrianne Lenker,2NUIlCRqz6OxgGOipYqBCw,0.402,0.129,-12.454,0.0417,0.978,3.27e-05,0.0929,108.915,0.16,-0.9884,Sad
Possibility,Lykke Li,1sFbPuShR6R8v6vSMkx02x,0.378,0.311,-10.012,0.0285,0.77,0.00183,0.0809,56.993,0.0767,-0.6249,Sad
"Flightless Bird, American Mouth",Iron & Wine,1fEGtTZjrjJW8eUeewnNJR,0.369,0.403,-7.996,0.0259,0.827,0.0541,0.106,154.899,0.177,-0.9332,Sad
Creep,Radiohead,70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,91.844,0.104,0.8624,Sad
"Lover, You Should’ve Come Over",Elmiene,3pmZMUdxIKSu4YBVqGlyLe,0.334,0.212,-10.07,0.0355,0.908,0.000112,0.109,79.925,0.206,0.998,Sad
I Don't Love You,Charlotte Day Wilson,2okP2LbGxMLQWqmkptMAIX,0.494,0.274,-11.507,0.0387,0.801,0.0154,0.105,114.733,0.112,-0.794,Sad
Hide and Seek,Imogen Heap,7mMlbJlXXo2mRtQ4R9sIzD,0.451,0.166,-11.125,0.0696,0.909,0.0,0.19,121.123,0.0901,-0.9839,Sad
House Song,Searows,1kr0XkYcWe2HTuCFN3BuGA,0.293,0.131,-18.658,0.039,0.886,0.14,0.105,78.885,0.123,-0.4329,Sad
Hannah Sun,Lomelda,6cpJNjQmY57lHVoVdAiFN8,0.66,0.267,-17.097,0.0443,0.895,0.142,0.223,72.242,0.311,-0.9913,Sad
Sarah,Alex G,2Wk8vEamlVBBalBi24NnU1,0.65,0.686,-5.198,0.0314,0.513,0.000189,0.138,124.019,0.497,0.9638,Sad
True Love Waits,Radiohead,07XaOyTS5hyaWiUK1Bc3bR,0.401,0.132,-15.569,0.0355,0.938,0.102,0.1,136.142,0.0381,-0.1591,Sad
I Will Follow You into the Dark,Death Cab for Cutie,2ndWbjiiNBEOrlfToKlABE,0.581,0.163,-14.686,0.0447,0.923,0.0,0.118,77.748,0.475,-0.8488,Sad
I Know You,Faye Webster,71BWZa1liIRyUiuJ3MB66o,0.454,0.385,-12.849,0.0313,0.287,9.97e-05,0.0616,154.918,0.144,-0.1393,Sad
The Bug Collector,Haley Heynderickx,5nVE45ithgyVocZp5XLAk6,0.538,0.419,-9.705,0.0353,0.777,0.329,0.0967,99.622,0.529,0.9826,Sad
Something in the Orange,Zach Bryan,3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.0954,175.212,0.148,-0.9935,Sad
Savior Complex,Phoebe Bridgers,5BN59BDczcpxstFKILIH0q,0.377,0.44,-11.878,0.0325,0.931,0.0196,0.105,128.999,0.224,-0.9354,Sad
Hallelujah,Jeff Buckley,3pRaLNL3b8x5uBOcsgvdqM,0.324,0.136,-10.33,0.0318,0.931,0.00117,0.176,97.256,0.0831,0.9997,Sad
Don't Forget About Me,d4vd,05vvPTidbjvDySLc9o65YS,0.661,0.44,-11.101,0.0339,0.0744,0.00939,0.185,117.707,0.317,-0.765,Sad
The Alcott (feat. Taylor Swift),The National,6INztpNwOTlfSKTuPo0HOP,0.368,0.463,-10.595,0.0302,0.811,0.0017,0.109,156.008,0.447,0.2603,Sad
Never Learned To Dance,Medium Build,6Q91XsqLpcBOK71BsCNl3U,0.622,0.621,-6.474,0.0453,0.531,6.58e-05,0.313,145.061,0.526,-0.2066,Sad
Mystery of Love,Sufjan Stevens,4HbeGjbt7u3pvwDk1vN7P0,0.365,0.273,-16.526,0.038,0.94,0.431,0.109,132.285,0.238,0.9268,Sad
Please Stay,Lucy Dacus,2PehCKKeDxSVeOnkLuhp5l,0.645,0.144,-13.969,0.033,0.896,7.1e-05,0.174,93.08,0.333,0.9568,Sad
We'll Never Have Sex,Leith Ross,4zXuYQNDmw3dlauyc8q3Kd,0.365,0.07,-17.095,0.0838,0.959,0.000977,0.111,174.053,0.443,0.9905,Sad
Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,0HEzuLLojblUOaUSdmJ9gl,0.457,0.343,-9.387,0.0305,0.805,0.0182,0.12,119.94,0.0562,0.9951,Sad
Be My Mistake,The 1975,18UsAG7SfOQ5sxJEdjAMH0,0.572,0.155,-14.405,0.0344,0.835,0.000137,0.0906,109.923,0.0949,0.2899,Sad
Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,0.575,0.386,-9.584,0.037,0.785,0.000289,0.229,116.408,0.466,0.8656,Sad
Moon Song,Phoebe Bridgers,46RNrAkGsqWTDrv2ZPOAbx,0.339,0.243,-12.512,0.056,0.869,0.00369,0.107,154.909,0.183,-0.985,Sad
I have more than enough,Searows,52TZItSmEl1Cb3Ai55Bwdi,0.418,0.264,-14.483,0.036,0.923,0.00149,0.13,112.05,0.134,0.5187,Sad
Hurt,Johnny Cash,28cnXtME493VX9NOw9cIUh,0.534,0.392,-7.636,0.0267,0.649,0.000227,0.0948,90.379,0.163,-0.9521,Sad
Eugene,Arlo Parks,4S6PolgPZ5OLph314ww8Fg,0.606,0.589,-7.194,0.0456,0.75,0.0102,0.0922,174.285,0.889,0.968,Sad
Lua,Bright Eyes,6BqrPvrPOwpYkdLCgSqtVB,0.618,0.155,-17.031,0.0799,0.811,3.3e-05,0.077,105.325,0.305,0.9512,Sad
Youth,Daughter,2Ck6gblyk3UFCVPTh8o3TN,0.396,0.535,-11.09,0.0411,0.889,0.00678,0.116,146.416,0.435,-0.836,Sad
I Always Wanna Die (Sometimes),The 1975,7iPlcFvOMOzt6v0QvcAueZ,0.376,0.473,-5.636,0.0325,0.00527,0.00162,0.123,148.835,0.0398,-0.9987,Sad
Touch,Cigarettes After Sex,1l4pW7Tklvcc3k38rDFMkk,0.483,0.5,-9.403,0.0241,0.354,0.912,0.103,95.981,0.368,-0.9731,Sad
Ur Name on a Grain of Rice,Runnner,6RmefriEmuqmToFqMlvwlF,0.435,0.543,-7.667,0.0349,0.32,0.00278,0.0771,149.995,0.337,-0.5848,Sad
when I c u,Pomme,7l6XeAZ3nkrSt1DmXaRXyi,0.331,0.114,-14.338,0.0358,0.957,0.000135,0.395,182.538,0.236,0.9514,Sad
Liability,Lorde,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,-11.254,0.128,0.92,0.0,0.1,75.67,0.379,0.9741,Sad
July,Noah Cyrus,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,-8.953,0.042,0.868,0.0,0.0779,72.541,0.322,0.9799,Sad
Talk 2 Me,Montell Fish,6pPLhloHxLWiMlAT5Xn1gw,0.464,0.126,-16.383,0.0647,0.816,3.67e-06,0.559,103.176,0.181,0.9822,Sad
I Should Live in Salt,The National,4kFmM894Q4sgHDl4pZalza,0.519,0.612,-7.1,0.0254,0.181,7.08e-06,0.105,134.046,0.158,0.9717,Sad
Coming Down,Dum Dum Girls,62o5ETvaR1U8CqxVYancy4,0.225,0.547,-5.275,0.0355,0.00684,0.01,0.37,136.556,0.257,0.9499,Sad
Somebody Else,The 1975,4m0q0xQ2BNl9SCAGKyfiGZ,0.618,0.793,-5.711,0.0601,0.204,0.0154,0.126,101.015,0.459,0.9699,Sad
Je te laisserai des mots,Patrick Watson,0V5cvmTKsYmF5FmGGEAfmS,0.303,0.187,-16.757,0.0356,0.989,0.489,0.101,132.731,0.213,-0.128,Sad
September Song - Bonus Track,Agnes Obel,2EuqgpA1cTC95AQUgCcZHk,0.23,0.0971,-27.043,0.0415,0.934,0.764,0.106,134.926,0.133,-0.9875,Sad
Real Pain,Indigo De Souza,4Q1GVYao4Z4fDZBv4KbI3y,0.211,0.499,-9.084,0.0338,0.00092,0.172,0.117,180.14,0.169,0.9903,Sad
exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,-8.426,0.0287,0.778,5.62e-05,0.11,75.602,0.152,0.9945,Sad
Skinny Love,Bon Iver,1HkOPLwAJH3kE8UnqgxF4s,0.592,0.256,-14.031,0.0449,0.842,2.38e-06,0.088,76.358,0.103,0.9854,Sad
